Date,Stock_Volume,keyword,클라우드,매출,추진,글로벌,성장,공개,케어,대표,캡스,랜섬웨어,위협,안전,플랫폼,데이터,하반기,보안,서비스,무인,솔루션,기록,금융,고객,포인트,공격,로봇,사업,기술,카카오,프로,매장,영상,대응,공모,투자,투자자,뱅크,심사,시장,주주,기업,가치,증권,자금,증시,분할,주식,평가,거래소,주가,회사,희망,자회사,거래,배당,에스원,SK 쉴더스,KT텔레캅,아이디스,코로나,인증,백신,QR코드
2020-05-11,"57,670",301,0,7,0,0,12,5,2,2,0,0,0,0,0,10,0,0,12,0,2,1,3,29,23,0,8,22,1,1,27,8,7,0,0,2,0,0,0,0,0,0,7,10,2,0,0,2,3,0,13,3,0,0,8,0,55,0,0,4,10,0,0,0
2020-05-12,"57,897",47,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0,6,0,6,0,0,3,0,0,0,0
2020-05-13,"82,898",115,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,3,0,3,0,4,1,0,0,11,1,3,3,0,0,0,0,0,3,1,2,0,4,0,3,0,13,2,0,0,1,1,1,13,0,0,0,12,0,15,0,0,5,2,0,0,0
2020-05-14,"66,659",101,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,6,1,5,0,0,0,13,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,13,0,0,0,13,0,14,0,0,7,0,0,0,0
2020-05-15,"38,423",93,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,5,1,6,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,0,0,0,0,0,12,0,0,0,12,0,12,0,0,5,0,1,0,0
2020-05-18,"33,109",234,0,0,1,2,1,1,10,12,0,0,0,13,0,1,0,14,13,1,9,0,9,0,0,0,12,12,14,1,2,0,13,0,0,3,1,0,0,1,0,2,2,13,9,0,0,1,1,0,13,2,0,2,11,0,25,0,0,2,3,2,0,0
2020-05-19,"37,752",166,0,1,0,1,2,1,12,1,1,0,0,0,1,1,1,2,2,0,14,2,12,0,0,0,17,1,2,2,0,0,0,0,0,1,1,1,0,2,0,2,0,16,11,0,0,0,0,0,16,0,1,0,15,0,18,0,0,3,2,1,0,0
2020-05-20,"34,692",144,0,0,1,1,1,0,12,1,0,0,0,0,0,0,0,1,2,1,12,0,14,0,1,0,13,1,3,1,0,0,0,0,0,2,1,0,0,2,0,2,1,13,12,0,0,1,0,0,13,1,0,1,12,0,14,0,0,0,1,2,1,0
2020-05-21,"37,358",93,0,2,0,0,2,1,3,0,1,0,0,1,1,1,1,3,3,1,7,1,3,1,0,0,8,3,2,0,0,1,0,0,0,1,1,0,0,2,0,2,0,9,3,0,0,0,0,0,8,0,0,0,7,0,10,0,1,2,1,0,0,0
2020-05-22,"50,524",206,0,1,1,1,2,1,13,0,0,0,0,0,1,1,1,2,3,1,14,0,13,0,0,0,22,2,2,2,0,0,0,0,0,2,2,0,0,2,0,3,1,22,13,0,0,1,0,0,22,2,0,1,20,0,24,0,0,8,0,0,0,0
2020-05-25,"26,983",37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,2,0,0
2020-05-26,"49,900",124,0,0,1,2,1,0,5,2,0,0,0,0,0,0,0,1,2,1,6,0,6,0,0,0,11,2,3,2,1,0,1,0,0,1,1,0,0,2,1,2,3,12,6,0,0,1,2,1,12,3,0,1,11,0,13,0,0,2,2,1,0,0
2020-05-27,"41,768",103,0,0,4,5,0,3,1,5,0,0,0,1,4,0,0,4,6,0,6,0,1,1,0,0,4,6,0,2,2,0,0,1,0,0,0,0,0,0,0,1,5,5,4,0,0,2,2,0,4,3,0,0,4,0,12,0,0,2,3,0,0,0
2020-05-28,"69,062",58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,8,0,0,0,8,0,8,0,0,5,0,0,0,0
2020-05-29,"111,196",135,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,7,0,0,0,11,1,1,0,1,0,0,0,0,0,0,0,0,7,1,7,0,16,5,0,0,5,1,5,17,2,0,0,15,0,18,0,0,8,2,0,0,0
2020-06-01,"73,711",110,0,5,0,1,0,0,0,2,0,0,0,0,1,1,2,7,4,0,1,0,3,0,0,0,5,4,3,0,2,0,0,0,0,1,0,0,0,3,2,4,3,8,2,0,1,3,1,2,6,3,0,1,5,1,16,0,0,2,3,1,1,0
2020-06-02,"63,159",128,0,1,0,0,0,1,6,9,0,0,0,0,0,1,0,2,2,0,7,0,13,0,0,0,7,1,1,1,0,0,0,0,3,1,0,0,0,2,1,1,1,8,7,0,1,1,1,1,9,2,0,2,8,1,17,0,0,0,8,1,0,0
2020-06-03,"78,863",39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,0,6,0,0,0,6,0,6,0,0,3,0,0,0,0
2020-06-04,"71,908",160,0,1,0,1,1,1,0,2,0,0,0,14,0,1,1,6,17,0,14,11,1,0,0,0,2,2,2,0,1,0,1,3,0,3,0,0,0,1,2,15,10,3,0,0,0,0,2,0,4,6,1,0,3,0,21,0,0,2,0,5,0,0
2020-06-05,"46,058",43,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,3,0,3,1,2,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,3,2,0,0,0,0,0,3,0,0,0,3,0,6,0,0,2,1,0,0,0
2020-06-08,"64,666",21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,2,0,0,0,2,0,3,0,0,1,0,0,0,0
2020-06-09,"65,670",136,0,0,1,1,1,0,11,0,0,0,0,0,0,0,0,1,1,2,11,0,11,0,0,0,14,1,2,1,0,0,0,0,0,1,1,0,0,1,0,1,1,14,11,0,0,0,0,0,14,1,0,1,13,0,15,0,0,3,0,1,0,0
2020-06-10,"52,893",35,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,3,0,3,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,1,0,0,0
2020-06-11,"94,916",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-06-12,"56,243",183,0,0,0,0,0,1,13,0,0,0,0,5,0,1,0,0,6,0,13,0,13,0,0,0,14,0,8,2,0,0,1,2,0,1,0,0,0,5,0,6,0,14,13,0,0,1,0,0,15,2,0,0,14,0,20,0,0,1,6,2,0,4
2020-06-15,"58,438",115,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,1,0,9,0,9,0,0,0,13,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,13,9,0,0,0,0,0,13,0,0,0,13,0,14,0,0,3,1,1,0,1
2020-06-16,"51,894",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,1,0,0,2,0,2,4,0,0,0,4,0,4,0,0,2,0,0,0,0
2020-06-17,"48,227",123,0,0,7,0,0,4,2,1,0,0,0,0,0,2,0,3,1,0,5,0,2,2,0,0,7,10,4,0,1,1,2,1,0,2,0,2,0,1,0,5,2,7,1,0,0,0,2,0,9,0,0,0,7,0,17,0,0,6,6,1,0,0
2020-06-18,"34,744",127,0,0,1,1,2,1,8,1,1,0,0,1,0,1,1,2,2,1,8,1,9,1,0,0,10,4,1,0,1,1,1,0,0,1,1,0,0,4,0,1,1,11,9,0,0,0,0,0,11,2,0,1,9,0,14,0,0,0,2,0,0,0
2020-06-19,"52,602",100,0,0,1,1,1,0,8,0,0,0,0,0,0,0,0,1,2,1,8,0,8,0,0,0,10,1,1,1,0,0,0,0,0,1,1,0,0,2,0,1,1,10,8,0,0,0,0,0,10,1,0,1,9,0,10,0,0,1,0,0,0,0
2020-06-22,"49,628",231,2,0,0,0,1,1,1,2,0,0,0,1,0,1,1,7,26,27,28,0,1,3,0,0,3,2,2,27,0,0,1,25,0,1,0,0,0,7,0,10,1,4,1,0,0,1,1,0,4,4,0,0,3,0,30,0,0,0,2,0,0,0
2020-06-23,"71,178",78,2,0,1,0,0,0,3,1,1,0,0,1,0,0,0,1,3,2,6,0,4,1,0,0,5,2,2,2,1,0,0,1,0,1,0,0,0,1,0,2,0,5,3,0,0,0,1,0,5,2,0,1,5,0,8,0,1,2,2,0,0,0
2020-06-24,"53,841",126,1,1,1,1,1,0,10,1,1,0,0,0,0,1,0,3,2,1,10,0,9,1,0,1,10,3,3,1,1,0,1,0,0,1,1,0,0,1,0,2,1,10,9,0,0,0,0,0,10,2,0,1,9,0,12,0,0,1,0,2,0,0
2020-06-25,"68,787",53,0,0,0,0,2,1,2,2,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,6,2,0,0,5,0,7,0,0,3,0,0,0,0
2020-06-26,"45,099",31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,4,0,0,0,4,0,4,0,0,1,0,0,0,0
2020-06-29,"41,571",19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0
2020-06-30,"66,737",94,0,1,0,0,0,0,3,3,0,0,0,0,1,0,0,0,3,2,3,1,4,1,1,0,9,2,0,0,1,1,1,0,0,0,0,0,0,2,1,2,0,10,3,0,0,0,2,0,9,0,0,0,8,0,12,0,0,5,2,0,1,0
2020-07-01,"39,362",55,0,0,3,1,0,1,0,0,3,0,0,1,0,1,1,0,1,0,0,1,2,1,0,0,4,0,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,5,0,0,0,0,0,0,5,1,0,0,4,0,8,0,0,2,4,0,0,0
2020-07-02,"59,266",130,0,0,0,0,17,1,1,2,0,0,0,0,0,1,1,2,2,0,1,0,1,0,0,0,3,19,0,1,18,0,1,0,0,1,0,0,0,1,0,1,0,3,1,0,0,0,0,0,4,1,19,0,3,0,22,0,0,1,2,0,0,0
2020-07-03,"27,567",90,1,1,3,0,1,1,2,2,0,0,1,0,2,3,0,1,3,0,4,1,2,2,0,0,4,4,2,0,2,0,2,3,0,3,0,0,2,3,0,3,2,3,2,0,0,0,2,0,3,2,1,0,3,0,8,0,0,1,3,2,0,0
2020-07-06,"33,526",110,0,7,0,0,1,0,3,1,1,1,0,1,1,1,3,2,5,1,3,2,5,1,0,0,5,3,3,1,0,0,0,1,1,3,1,1,0,3,0,4,0,7,2,2,0,0,2,1,5,2,0,0,4,1,15,0,1,2,1,0,0,0
2020-07-07,"51,655",101,0,1,2,2,1,1,3,0,1,0,0,1,1,2,0,0,1,0,2,0,2,0,0,0,8,3,4,0,1,1,1,1,0,4,0,0,0,3,0,2,0,8,2,0,0,0,1,0,10,3,0,0,8,0,12,0,1,6,2,0,0,0
2020-07-08,"45,975",172,0,0,1,1,2,0,13,0,1,1,0,0,1,0,0,2,2,2,14,2,12,1,1,0,15,2,2,4,0,0,1,1,0,2,2,0,0,1,1,2,1,15,12,0,0,1,0,0,16,2,0,1,15,0,17,0,1,2,0,0,0,0
2020-07-09,"53,255",108,0,1,0,0,1,0,3,1,0,0,0,0,1,0,1,1,2,0,4,2,3,0,0,0,14,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,14,3,0,0,0,1,0,13,1,0,0,13,0,15,0,0,7,0,0,0,0
2020-07-10,"46,784",76,0,1,1,1,1,0,6,1,0,0,0,0,0,0,0,0,1,0,5,1,5,1,0,0,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,7,5,0,0,0,1,0,7,1,1,0,7,0,8,0,0,2,1,0,0,0
2020-07-13,"44,544",86,0,1,1,1,1,0,6,1,1,0,0,0,0,0,0,1,2,1,5,1,5,1,0,0,7,1,1,0,1,0,0,0,0,1,1,2,0,2,0,3,1,7,4,0,0,0,0,0,7,2,0,1,6,0,9,0,0,1,1,0,0,0
2020-07-14,"46,304",76,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,1,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,9,0,0,0,9,0,9,0,0,2,0,0,0,0
2020-07-15,"44,722",34,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,0,0,1,1,4,1,0,0,4,0,4,0,0,1,1,0,0,0
2020-07-16,"37,732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-17,"32,524",3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-20,"35,635",108,0,5,0,0,5,1,0,2,0,0,0,0,0,5,2,10,5,2,3,1,5,7,0,0,0,5,4,2,0,0,1,0,0,5,0,0,0,5,0,3,0,0,0,0,0,0,5,0,8,0,0,0,0,0,10,0,0,0,7,0,0,0
2020-07-21,"43,538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-22,"32,377",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2020-07-23,"59,542",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-24,"28,930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-27,"22,236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-07-28,"70,920",119,1,9,0,0,2,4,0,1,0,0,0,1,0,4,3,3,7,3,1,2,3,2,1,0,0,5,1,3,0,1,4,1,1,2,0,0,0,4,2,2,1,3,1,0,0,1,1,1,5,6,0,1,1,2,15,0,0,0,5,1,1,1
2020-07-29,"172,587",135,0,7,1,0,1,2,0,1,0,0,0,1,0,2,4,4,10,1,1,4,4,1,2,0,0,8,1,1,0,0,2,0,1,5,1,0,0,4,2,6,0,6,2,0,0,5,0,2,5,3,0,1,5,2,17,0,0,0,10,0,0,0
2020-07-30,"42,766",41,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,2,0,0,0,1,0,3,1,1,1,0,0,0,2,0,1,2,0,1,1,0,3,0,0,0,2,0,0,0
2020-07-31,"49,148",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
2020-08-03,"46,427",18,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0
2020-08-04,"39,664",10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-08-05,"29,575",20,0,1,0,1,0,1,1,1,1,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,0,0,0
2020-08-06,"45,527",24,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,3,1,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0
2020-08-07,"50,121",122,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,27,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,4,0,27,0,0,0,1,0,0,1,0,2,0,0,0,27,0,0,0,21,0,0,0
2020-08-10,"39,194",46,0,0,0,0,0,1,0,1,0,0,3,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,2,5,4,5,0,0,5,0,0,0,1,0,0,0
2020-08-11,"76,888",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-08-12,"35,646",8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08-13,"55,474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-14,"60,906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-18,"74,043",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2020-08-19,"34,202",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2020-08-20,"67,150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-21,"48,947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-24,"44,418",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-25,"42,798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-26,"47,046",54,1,0,2,2,2,0,0,0,0,0,1,2,1,2,0,2,3,1,2,1,0,1,0,0,0,3,2,0,0,1,2,2,0,2,0,0,0,2,0,3,0,2,0,0,0,0,1,0,1,1,0,0,0,0,4,0,0,0,4,1,0,0
2020-08-27,"57,171",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-08-28,"38,164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-31,"82,319",67,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,8,7,0,0,8,1,0,7,0,2,0,0,1,0,0,0,1,0,1,5,1,1,0,0,0,0,0,1,2,0,1,0,0,8,0,0,0,1,0,0,0
2020-09-01,"63,568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-02,"62,694",47,0,2,2,1,2,0,0,2,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,2,2,1,2,1,2,0,0,1,1,0,0,2,1,1,0,2,0,0,0,1,1,0,1,2,0,1,1,1,2,0,0,0,1,0,0,0
2020-09-03,"52,605",6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2020-09-04,"91,571",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2020-09-07,"39,435",45,0,1,0,0,0,2,0,0,1,0,0,0,0,1,4,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,3,0,0,0,1,0,4,0,3,0,0,0,0,3,0,1,0,0,0,0,0,4,0,1,0,4,1,0,0
2020-09-08,"48,326",12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2020-09-09,"49,343",183,0,0,0,12,0,2,0,6,0,0,0,0,0,1,0,1,7,0,0,19,20,0,0,0,0,0,0,18,0,0,2,0,0,0,0,1,0,0,1,20,0,0,0,0,0,0,20,0,1,12,0,0,1,0,20,0,0,0,19,0,0,0
2020-09-10,"69,890",89,0,1,2,0,1,1,0,2,0,0,0,0,6,7,2,1,6,0,0,3,1,7,0,0,0,5,1,0,4,7,4,1,1,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,0,1,1,0,8,0,0,0,0,0,0,0
2020-09-11,"43,963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,"36,442",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
2020-09-15,"97,542",11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,1,0,0,0
2020-09-16,"50,309",97,8,0,1,0,0,0,0,1,0,0,0,4,0,8,0,8,1,0,8,0,0,8,0,0,0,8,8,0,0,0,2,6,0,1,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0
2020-09-17,"74,073",11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020-09-18,"52,621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,"61,546",46,1,1,1,2,1,1,1,1,0,0,0,1,1,2,1,2,2,0,1,1,2,1,0,0,0,2,2,1,1,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,2,0,1,2,0,2,0,0,0,1,0,0,0
2020-09-22,"61,551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,"64,781",202,15,0,0,0,7,1,0,0,0,0,0,10,0,15,1,14,6,1,15,0,2,11,0,0,0,14,12,0,14,1,2,0,0,1,0,0,0,13,0,14,0,0,0,0,0,0,0,0,1,4,0,0,0,0,15,0,0,0,13,0,0,0
2020-09-24,"73,891",168,1,0,0,0,1,1,0,2,0,0,0,1,0,2,1,0,23,0,1,1,1,21,0,0,0,13,0,1,11,17,2,0,0,2,0,0,0,6,0,2,0,0,0,0,0,0,0,0,1,8,0,7,0,0,23,0,0,0,19,0,0,0
2020-09-25,"36,865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
